"Subject";"Activity";"tBodyAcc.mean...X";"tBodyAcc.mean...Y";"tBodyAcc.mean...Z";"tGravityAcc.mean...X";"tGravityAcc.mean...Y";"tGravityAcc.mean...Z";"tBodyAccJerk.mean...X";"tBodyAccJerk.mean...Y";"tBodyAccJerk.mean...Z";"tBodyGyro.mean...X";"tBodyGyro.mean...Y";"tBodyGyro.mean...Z";"tBodyGyroJerk.mean...X";"tBodyGyroJerk.mean...Y";"tBodyGyroJerk.mean...Z";"tBodyAccMag.mean..";"tGravityAccMag.mean..";"tBodyAccJerkMag.mean..";"tBodyGyroMag.mean..";"tBodyGyroJerkMag.mean..";"fBodyAcc.mean...X";"fBodyAcc.mean...Y";"fBodyAcc.mean...Z";"fBodyAcc.meanFreq...X";"fBodyAcc.meanFreq...Y";"fBodyAcc.meanFreq...Z";"fBodyAccJerk.mean...X";"fBodyAccJerk.mean...Y";"fBodyAccJerk.mean...Z";"fBodyAccJerk.meanFreq...X";"fBodyAccJerk.meanFreq...Y";"fBodyAccJerk.meanFreq...Z";"fBodyGyro.mean...X";"fBodyGyro.mean...Y";"fBodyGyro.mean...Z";"fBodyGyro.meanFreq...X";"fBodyGyro.meanFreq...Y";"fBodyGyro.meanFreq...Z";"fBodyAccMag.mean..";"fBodyAccMag.meanFreq..";"fBodyBodyAccJerkMag.mean..";"fBodyBodyAccJerkMag.meanFreq..";"fBodyBodyGyroMag.mean..";"fBodyBodyGyroMag.meanFreq..";"fBodyBodyGyroJerkMag.mean..";"fBodyBodyGyroJerkMag.meanFreq..";"angle.tBodyAccMean.gravity.";"angle.tBodyAccJerkMean..gravityMean.";"angle.tBodyGyroMean.gravityMean.";"angle.tBodyGyroJerkMean.gravityMean.";"angle.X.gravityMean.";"angle.Y.gravityMean.";"angle.Z.gravityMean.";"tBodyAcc.std...X";"tBodyAcc.std...Y";"tBodyAcc.std...Z";"tGravityAcc.std...X";"tGravityAcc.std...Y";"tGravityAcc.std...Z";"tBodyAccJerk.std...X";"tBodyAccJerk.std...Y";"tBodyAccJerk.std...Z";"tBodyGyro.std...X";"tBodyGyro.std...Y";"tBodyGyro.std...Z";"tBodyGyroJerk.std...X";"tBodyGyroJerk.std...Y";"tBodyGyroJerk.std...Z";"tBodyAccMag.std..";"tGravityAccMag.std..";"tBodyAccJerkMag.std..";"tBodyGyroMag.std..";"tBodyGyroJerkMag.std..";"fBodyAcc.std...X";"fBodyAcc.std...Y";"fBodyAcc.std...Z";"fBodyAccJerk.std...X";"fBodyAccJerk.std...Y";"fBodyAccJerk.std...Z";"fBodyGyro.std...X";"fBodyGyro.std...Y";"fBodyGyro.std...Z";"fBodyAccMag.std..";"fBodyBodyAccJerkMag.std..";"fBodyBodyGyroMag.std..";"fBodyBodyGyroJerkMag.std.."
1;NA;0.265696920582133;-0.0182981725176081;-0.10784573454611;0.744867411573487;-0.0825562579855908;0.072339870389049;0.0770930495126801;0.0165908438802305;-0.00910758730117003;-0.0208764064320173;-0.0880722729400576;0.0862641666597983;-0.0971120197265994;-0.0417164808293948;-0.0471393985477522;-0.453632943768818;-0.453632943768818;-0.545431612066571;-0.475404785802305;-0.639517432642651;-0.531895161258213;-0.406435448904438;-0.596411165253602;-0.180558714010749;0.0576291646962536;0.0583692776609798;-0.547348892435764;-0.507343617969859;-0.695305113832853;-0.0488005965884726;-0.21527915818415;-0.0964496376997118;-0.623219182311527;-0.505309434070029;-0.553529065425648;-0.0320324102759078;-0.0901517235974063;-0.0180063943472334;-0.478448523354179;0.142062162506138;-0.499075765624092;0.200055179527839;-0.535002770337752;0.0649309438160231;-0.645970655298847;0.198031580056455;0.0376077057057925;0.00901810943544669;-0.0134509534112392;-0.0016303535815562;-0.535773765244957;0.122790250801441;-0.0390790177233429;-0.545795331328326;-0.367716218227378;-0.502645746562824;-0.959859435936599;-0.951150627458213;-0.925817590867435;-0.524721922818732;-0.470412403511239;-0.717322274881844;-0.686555715201729;-0.450979810499568;-0.597496136795101;-0.637812687210375;-0.634472244550432;-0.664591977786455;-0.497096402038329;-0.497096402038329;-0.515922167555159;-0.499839593745821;-0.652050770910663;-0.553060616663401;-0.390150939647061;-0.498583091676081;-0.543979776127867;-0.466251676533372;-0.737861932680115;-0.708263420861671;-0.429825832648703;-0.650476162132565;-0.589710231217867;-0.541823079570029;-0.566576670397695;-0.685811262634006
2;"WALKING";0.276426586440678;-0.0185949199145763;-0.105500357966102;0.91301733338983;-0.34660709;0.0847270871186441;0.0618080696279661;0.0182492679288136;0.00789533706610169;-0.0530258157347458;-0.0482382316949153;0.0828336633220339;-0.0818833429152542;-0.0538299449067797;-0.0514939156830508;-0.290407593728814;-0.290407593728814;-0.281424153881356;-0.446549092881356;-0.547911950338983;-0.346048161016949;-0.0219048103322034;-0.453806369830508;-0.14579548970339;0.198586466508475;0.0688995208186441;-0.304615322881356;-0.0787640836610169;-0.554956709661017;-0.0727101584479661;-0.263574018186441;-0.254846438755932;-0.429713536101695;-0.55477211220339;-0.396659907457627;0.00727967988474576;-0.0427009322372881;0.139752115269492;-0.324289427932203;0.393206208305085;-0.169064352813559;0.20750092670339;-0.530704814745763;0.305283825254237;-0.583249293389831;0.126344614439492;-0.0301017378813559;0.0534005800847458;0.0216196774508475;-0.0858470827457627;-0.66195998;0.321443011864407;-0.0368892833067797;-0.423642838474576;-0.0780912533118644;-0.425257524915254;-0.972693201355932;-0.972116879661017;-0.972072847627119;-0.277530462620339;-0.0166022362847458;-0.586090418983051;-0.561550255762712;-0.53845366779661;-0.481085535084746;-0.389549831525424;-0.634140436101695;-0.435492677288136;-0.422544169322034;-0.422544169322034;-0.164150985127119;-0.553019916271186;-0.557798151355932;-0.457651383728814;-0.16921968620339;-0.455222146440678;-0.31431306340678;-0.0153329520084746;-0.615898188474576;-0.604053019152542;-0.533046952542373;-0.559856635084746;-0.577105211694915;-0.164091969449153;-0.651792839661017;-0.558104554745763
2;"WALKING_UPSTAIRS";0.247164790395833;-0.0214121132045833;-0.152513899520833;0.790717418541667;-0.416214890416667;-0.195888238891667;0.0744507839572917;-0.00970985514333333;0.01948143925;-0.0576912634583333;-0.0320883097395833;0.0688374021666667;-0.0828858001333333;-0.0424053708458333;-0.0445157481625;-0.107322679520833;-0.107322679520833;-0.321268911041667;-0.219713472958333;-0.572816438541667;-0.266720933270833;0.00992445881854167;-0.281001986202083;-0.281748011416667;-0.0618894458958333;-0.236589092316958;-0.258639439729167;-0.1878421317125;-0.522728063333333;-0.0491142923541667;-0.287688885375;-0.374218484791667;-0.331643577458333;-0.488086123958333;-0.248601122;-0.115324433733333;-0.130357850675;-0.0773418117291667;-0.14531853915625;0.107680395229167;-0.189511136902083;-0.0119168233583333;-0.450612184791667;-0.022752769044375;-0.60079849625;0.0467433991041667;0.0946511080666667;-0.00775466904166667;0.01538156125;-0.081031303125;-0.477698945416667;0.373749042708333;0.165147457953125;-0.304376406458333;0.108027279889583;-0.112121021220833;-0.934407739791667;-0.92376745375;-0.878004056875;-0.276121886479167;-0.185648954220833;-0.5737463525;-0.439253058958333;-0.466298336666667;-0.163995791679167;-0.464854363125;-0.645491337708333;-0.467595961041667;-0.205977045295833;-0.205977045295833;-0.21738939458125;-0.377532167604167;-0.597291719166667;-0.320582414375;0.0848802791083333;-0.09454497643125;-0.365415441458333;-0.243554146666667;-0.625090981458333;-0.476358845625;-0.459758488958333;-0.218072471479167;-0.36672824375;-0.2604238389625;-0.438620401875;-0.621820202916667
2;"WALKING_DOWNSTAIRS";0.27761534806383;-0.0226614158361702;-0.116812942382979;0.861831345531915;-0.325780100638298;-0.0438890162723404;0.110040615569574;-0.00327959081489362;-0.0209351677765957;-0.11594735287234;-0.00482329231914894;0.097173808906383;-0.0581038498510638;-0.0421470257531915;-0.0710229816893617;0.0899511204978723;0.0899511204978723;0.00565516335106383;-0.162188586930426;-0.410872671489362;0.112841160325532;0.278345041765957;-0.131290772;-0.273711609659574;0.0119309606468085;0.0903678546504255;0.138120681087234;0.0962091607617021;-0.271498721106383;-0.143898149531915;-0.357514501744681;-0.234703932446809;-0.145775970406383;-0.361913824;-0.0874944736085106;-0.0375298023191489;0.0770894557234043;0.1367749584;0.293424826591489;0.0938321297617021;0.222247409576596;0.0188355111404255;-0.320838543553191;0.103971241706383;-0.380175306489362;-0.0512479640553192;-0.0243291092914894;-0.00637550521276596;0.366551180212766;-0.073580298587234;-0.624985569787234;0.311800312978723;0.0537293985574468;0.0463666814446808;0.262881788951064;-0.10283790806383;-0.940361759574468;-0.940068525531915;-0.931438313191489;0.147249143238298;0.126828014557447;-0.340122023191489;-0.320789230008511;-0.415739144893617;-0.279418388042553;-0.243940592553192;-0.469396701106383;-0.218266318606383;0.215586334889362;0.215586334889362;0.22961718512766;-0.274844110531915;-0.343187875404255;0.0161046198595745;0.171973972957447;-0.162032894287234;0.0499590624829787;0.0808333491276596;-0.408227423191489;-0.379436674361702;-0.458732747446809;-0.422987665106383;-0.0214787881723404;0.227480732542553;-0.372576755361702;-0.343698985425532
2;"SITTING";0.27708735173913;-0.0156879937282609;-0.109218272456522;0.940477273043478;-0.105630024498783;0.19872676876087;0.0722564387173913;0.0116954511323913;0.00760546929869565;-0.0454706620434783;-0.0599286797043478;0.0412277462173913;-0.0936328412826087;-0.0415602029130435;-0.04358509665;-0.967893623913043;-0.967893623913043;-0.986774713043478;-0.946035087173913;-0.991081493913043;-0.985803840652174;-0.957343498478261;-0.970162172608696;0.08519282071;0.150193956163043;0.0960646759586957;-0.987848793695652;-0.977139702826087;-0.985129050217391;0.305546818084783;0.0262448647134783;0.0929030630369565;-0.982621389565217;-0.982100923695652;-0.959814822391304;0.130523120891304;-0.192142737913043;0.0409472348676087;-0.96127374826087;0.130934202854348;-0.983874698913043;0.280062423956522;-0.971840596086956;-0.106358909173913;-0.989861950869565;0.1947221493;0.0395284311165435;-0.00339286689565217;0.0209731695434783;-0.0762041966043478;-0.774436094565217;0.155857278304348;-0.118224398621739;-0.986822279565217;-0.950704499130435;-0.95982817173913;-0.979988760869565;-0.956750273043478;-0.954415873043478;-0.988055854130435;-0.977983955434783;-0.98751821173913;-0.985742027826087;-0.978919526956522;-0.959803708695652;-0.989709023043478;-0.990889614782609;-0.985542325652174;-0.953081444130435;-0.953081444130435;-0.984475868043478;-0.961313624130435;-0.989594919565217;-0.98736209;-0.950073754130435;-0.956862864130435;-0.989459107391304;-0.980804228478261;-0.988570804130435;-0.986808501521739;-0.977356188695652;-0.963522659782609;-0.955575602173913;-0.984124185869565;-0.961385745217391;-0.989632908913043
2;"STANDING";0.277911472222222;-0.0184208270166667;-0.105908536055556;0.896928566851852;-0.370062696851852;0.129747161222222;0.0747588597592593;0.0103291774794444;-0.00837158846722222;-0.0238623875712963;-0.0820396577592593;0.0878351695481481;-0.105562157888889;-0.042241953537037;-0.0546539479425926;-0.965875181296296;-0.965875181296296;-0.980489077407407;-0.963466341851852;-0.983951904259259;-0.983946739814815;-0.959871697407407;-0.962471195740741;0.108519182924074;0.0623378066683333;0.104462499601852;-0.980973241666667;-0.970851337962963;-0.979775152037037;0.331449281481482;-0.0569368291814815;0.0396498183462963;-0.967037112037037;-0.972576152962963;-0.960627696111111;-0.107416045074074;-0.171160370096296;0.000226810610740739;-0.964052166481482;0.119649963903704;-0.977065295555556;0.304871865218519;-0.961775904814815;-0.0661266045796296;-0.977849827407407;0.160662823925926;-0.013681915312963;0.0411822244577778;-0.0151035161722222;0.11232464912963;-0.627180076111111;0.337937911666667;-0.0678959805833333;-0.987271889259259;-0.957304989259259;-0.949741851296296;-0.986685818703704;-0.97419442037037;-0.945927078703704;-0.981085715555556;-0.97105943962963;-0.982841446481482;-0.972998629814815;-0.971441996481481;-0.964856701851852;-0.979324000740741;-0.983447258518519;-0.973610118333333;-0.957874965;-0.957874965;-0.976675280185185;-0.95394338037037;-0.977204427777778;-0.989056469814815;-0.957908842222222;-0.946433583518518;-0.983007923703704;-0.973520241111111;-0.984599905185185;-0.97498812462963;-0.97103605037037;-0.969754295740741;-0.960519381481482;-0.97516046;-0.956788725740741;-0.977754298148148
2;"LAYING";0.281373403958333;-0.0181587397583333;-0.107245610416667;-0.509754238125;0.752536639375;0.646834879583333;0.0825972511666667;0.012254788451875;-0.00180264895625;-0.01847660675;-0.111800824583333;0.144882846104167;-0.101974134208333;-0.0358590176083333;-0.0701783020833333;-0.977435485208333;-0.977435485208333;-0.987741696041667;-0.950011569583333;-0.991767074166667;-0.976725059791667;-0.979800877916667;-0.984380981875;-0.146482792591667;0.2572894655;0.402532553395833;-0.985813630833333;-0.982768250416667;-0.986197134583333;0.159808328563875;0.1212064240125;0.190558218145833;-0.9864311425;-0.983321635416667;-0.9626718875;0.10261131938125;0.04228066839375;0.0552985986479167;-0.975110196458333;0.2662982125;-0.985374114791667;0.3417585745;-0.972112972708333;0.01856447223125;-0.990248702291667;0.264801505395833;0.005791809625;-0.00635557646875;0.0652860108125;-0.0293710088554167;0.617423415625;-0.519732551458333;-0.478928233958333;-0.974059464791667;-0.98027739875;-0.984233296875;-0.959014441458333;-0.988211865208333;-0.984230418125;-0.98587216875;-0.98317254125;-0.988442014375;-0.988275232916667;-0.982291608958333;-0.960306560416667;-0.993235849166667;-0.989567537916667;-0.98803582125;-0.972873912916667;-0.972873912916667;-0.98551807625;-0.961164053958333;-0.989718095208333;-0.973246482083333;-0.981025105625;-0.984792185;-0.987250255833333;-0.984987392916667;-0.989345368541667;-0.988860685833333;-0.981910616458333;-0.963174222291667;-0.975121387916667;-0.984568489166667;-0.96109837875;-0.989492660416667
3;NA;0.273428719636364;-0.017856067384956;-0.106492632429097;0.707814353343108;-0.0260590480328739;0.0480937904190616;0.0701731261988856;0.0144664329060411;-0.000526818872875366;-0.0248490682828446;-0.0743565308442815;0.0866875497119062;-0.0991554609633431;-0.0401923943695015;-0.0521178264170088;-0.563140802770059;-0.563140802770059;-0.650182434328446;-0.643150121648094;-0.784056656246334;-0.625733289873607;-0.501779938505279;-0.699656828592375;-0.192817340495308;0.0389282523284457;0.00447261449052786;-0.645893496630499;-0.582949919157742;-0.780101644193548;-0.0476941200470968;-0.236874240885924;-0.193657539305073;-0.642097719778592;-0.775144985073314;-0.670734708996481;-0.102568067670674;-0.167675025582991;-0.0321862688221114;-0.579076453758064;0.0770665587562757;-0.604752108072727;0.11231984174566;-0.716822144279179;-0.0846075231245126;-0.810085498651026;0.0599628733252199;0.0140943888357038;0.0134500193845455;0.0359008263363636;-0.0192074752090909;-0.503323420175953;0.075626283568915;-0.0174901508665689;-0.623413602046921;-0.480015920697654;-0.653625579293255;-0.966457565630499;-0.9445645371261;-0.926966278211144;-0.635484688041056;-0.55721186773783;-0.796066240234604;-0.699262195705865;-0.76302218170088;-0.709483440322581;-0.689328428607038;-0.842659862111437;-0.743028500565982;-0.591224780306452;-0.591224780306452;-0.607658214170381;-0.674010290979472;-0.80366136372434;-0.623805015199413;-0.502753639795894;-0.657443765803519;-0.657844055881525;-0.559851186088408;-0.81080601659824;-0.719276622702346;-0.758505287214076;-0.751008875659824;-0.663079838985044;-0.615643694857361;-0.703839403007038;-0.810032718739003
4;"WALKING";0.278582015166667;-0.0148399475341667;-0.11140306485;0.963999696833333;-0.0858540265666667;0.127764112666667;0.0783529082183333;0.00295602428666667;-0.000767679338333334;-0.0317982557795;-0.0726905278583333;0.0805677161216667;-0.115321556475;-0.0393474489133333;-0.0551166852766667;-0.312050574166667;-0.312050574166667;-0.366700879833333;-0.49779220106;-0.6813040365;-0.426719449666667;-0.14939963344;-0.631005470833333;-0.13859163673;0.0123477342916667;-0.0787892636928333;-0.358883413666667;-0.279553391533333;-0.728991595666667;-0.1352803947515;-0.385880862833333;-0.325737503675;-0.373384540666667;-0.688460056666667;-0.601381129166667;-0.12715408578;-0.27466563765;0.149851534733333;-0.450804558333333;0.382096409966667;-0.318587811;0.111486484954333;-0.609285588016667;0.0697301245295;-0.724327420666667;0.26535537398;-0.0120097781333333;0.00092110448333333;0.0177813678333333;0.0554159672016667;-0.865284280666667;0.1425101785;-0.0675179863833333;-0.440829971333333;-0.0788267367683333;-0.586252806833333;-0.983826494833333;-0.967963221;-0.962968112;-0.297042612533333;-0.221165131581667;-0.7513913825;-0.500916659;-0.665394092833333;-0.662608226;-0.492341066833333;-0.807419937;-0.640454132833333;-0.527679103166667;-0.527679103166667;-0.316918956;-0.553116111166667;-0.7301463685;-0.447234929666667;-0.101799450565167;-0.594198325666667;-0.29732607245;-0.2099000063;-0.772359087333333;-0.542646759;-0.654657770166667;-0.716458475166667;-0.651172628166667;-0.320458701;-0.593937200833333;-0.757768081166667
4;"WALKING_UPSTAIRS";0.270876696730769;-0.0319804295729615;-0.114219455519231;0.946264314423077;-0.232944304615385;0.0841675382884615;0.0560971909634615;0.0234018993153846;0.00340280836730769;0.0393825198942308;-0.0859471683596154;0.0843753843384615;-0.1314720713;-0.0390508828865385;-0.0722496260807692;-0.153703935357692;-0.153703935357692;-0.400922254807692;-0.299779407884615;-0.686978374423077;-0.294488270365385;-0.117109161492308;-0.524655722692308;-0.486811749615385;-0.0662348475480769;-0.230536706554615;-0.418304647307692;-0.297805187243462;-0.690106934230769;-0.379653611346154;-0.39270192625;-0.319649297096154;-0.3710689925;-0.684310201538462;-0.350765737115385;-0.206073104096154;-0.491527600961538;-0.130134208057692;-0.276825498230769;-0.108017171661154;-0.397406285;0.0497462736942308;-0.575794072115385;-0.150274479246154;-0.740749226346154;0.179517012258654;0.0592051541692308;-0.00506236538461539;-0.246559359423077;0.0535172503461538;-0.775483533076923;0.243389231923077;-0.0368022039115385;-0.204933042903846;-0.0666899105180769;-0.372137777692308;-0.958495235576923;-0.923376019038462;-0.919619453269231;-0.380488027307692;-0.281543175326923;-0.726495311923077;-0.454431043269231;-0.551185569230769;-0.360811047884615;-0.533666803846154;-0.840722752692308;-0.556236584807692;-0.212012300480769;-0.212012300480769;-0.437261477884615;-0.510974134423077;-0.755270457692308;-0.173217219014423;-0.101434446040385;-0.345109817692308;-0.396762584807692;-0.314525030788462;-0.762772175;-0.483548693461538;-0.489824279230769;-0.424533512307692;-0.301005898461538;-0.497324087307692;-0.552489628846154;-0.794209483076923
